"userID","Date","DateString","Expense","Amount","Country","City","Provider","Products","GCategories","SCategories","Entrie_methods"
"user_49","1325583405.90595","2012-01-03 09:36:45","1","12","United Kindom","Glasgow","Adil","Nachos::Sandwich::Bread::Juice::Beef meat","Clothing And Shoes","1 Pair of Men Leather Business Shoes","bs::r"
"user_5","1325583620.17945","2012-01-03 09:40:20","1","22","United Kindom","Glasgow","drink","","Sports And Leisure","Tennis Court Rent (1 Hour on Weekend)","bs"
"user_16","1325584884.15082","2012-01-03 10:01:24","1","8","United Kindom","Glasgow","O2club","Cleaning","Rent Per Month","Apartment (3 bedrooms) in City Centre","bs::r"
"user_23","1325584972.25348","2012-01-03 10:02:52","1","8","United Kindom","Glasgow","Adil","Mocca Coffee","Restaurants","Domestic Beer (0.5 liter draught)","bs::r"
"user_35","1325586014.83939","2012-01-03 10:20:14","1","14","United Kindom","Glasgow","Stabucks","Beer::Dipers::Milk::Bannas::Cheese","Clothing And Shoes","1 Pair of Men Leather Business Shoes","bs::r"
"user_11","1325586099.41053","2012-01-03 10:21:39","1","12","United Kindom","Glasgow","Lidl","Mocca Coffee","Markets","Loaf of Fresh White Bread (500g)","h"
"user_40","1325589097.53813","2012-01-03 11:11:37","1","15","United Kindom","Glasgow","Train","Mocca Coffee","Sports And Leisure","Cinema, International Release, 1 Seat","bs::r"
"user_34","1325589848.82157","2012-01-03 11:24:08","1","15","United Kindom","Glasgow","coffee","Nachos::Sandwich::Bread::Juice::Beef meat","Markets","Water (1.5 liter bottle)","h"
"user_39","1325590245.55089","2012-01-03 11:30:45","1","16","United Kindom","Glasgow","drink","","Buy Apartment Price","Price per Square Meter to Buy Apartment Outside of Centre","bs"
"user_45","1325591358.54227","2012-01-03 11:49:18","1","15","United Kindom","Edinburg","NSF Dentist","Nachos::Sandwich::Bread::Juice::Beef meat","Rent Per Month","Apartment (1 bedroom) Outside of Centre","h"
"user_27","1325593848.32638","2012-01-03 12:30:48","1","18","United Kindom","Glasgow","Train","","Restaurants","Water (0.33 liter bottle)","bs"
"user_44","1325595140.59712","2012-01-03 12:52:20","1","16","United Kindom","Edinburg","Lidl","","Utilities (Monthly)","Internet (10 Mbps, Unlimited Data, Cable/ADSL)","bs"
"user_39","1325595837.34715","2012-01-03 13:03:57","1","22","United Kindom","Edinburg","drink","","Clothing And Shoes","1 Pair of Men Leather Business Shoes","bs"
"user_28","1325597588.58279","2012-01-03 13:33:08","1","19","United Kindom","Glasgow","Tesco","Nachos::Sandwich::Bread::Juice::Beef meat","Salaries And Financing","Average Monthly Disposable Salary (Net After Tax)","bs::r"
"user_7","1325598983.24834","2012-01-03 13:56:23","1","11","United Kindom","Glasgow","O2club","","Utilities (Monthly)","1 min. of Prepaid Mobile Tariff Local (No Discounts or Plans)","bs"
"user_46","1325600771.96743","2012-01-03 14:26:11","1","10","United Kindom","Glasgow","Stabucks","Cleaning","Markets","Onion (1kg)","h"
"user_19","1325600861.94306","2012-01-03 14:27:41","1","21","United Kindom","Glasgow","Tesco","Nachos::Sandwich::Bread::Juice::Beef meat","Markets","Imported Beer (0.33 liter bottle)","bs::r"
"user_20","1325601608.00067","2012-01-03 14:40:08","1","12","United Kindom","Edinburg","Adil","Cleaning","Utilities (Monthly)","1 min. of Prepaid Mobile Tariff Local (No Discounts or Plans)","h"
"user_35","1325603635.34897","2012-01-03 15:13:55","1","22","United Kindom","Glasgow","NSF Dentist","","Buy Apartment Price","Price per Square Meter to Buy Apartment Outside of Centre","bs"
"user_19","1325605790.97884","2012-01-03 15:49:50","1","18","United Kindom","Edinburg","drink","","Rent Per Month","Apartment (1 bedroom) Outside of Centre","bs"
"user_16","1325607957.78435","2012-01-03 16:25:57","1","13","United Kindom","Edinburg","O2club","Nachos::Sandwich::Bread::Juice::Beef meat","Utilities (Monthly)","Basic (Electricity, Heating, Water, Garbage) for 85m2 Apartment","bs::r"
"user_20","1325609829.28286","2012-01-03 16:57:09","1","17","United Kindom","Glasgow","Lidl","","Markets","Tomato (1kg)","bs"
"user_22","1325611167.88142","2012-01-03 17:19:27","1","10","United Kindom","Glasgow","coffee","Beer::Dipers::Milk::Bannas::Cheese","Salaries And Financing","Average Monthly Disposable Salary (Net After Tax)","bs::r"
"user_17","1325612005.00414","2012-01-03 17:33:25","1","12","United Kindom","Glasgow","O2club","Cleaning","Markets","Lettuce (1 head)","bs::r"
"user_44","1325613461.98069","2012-01-03 17:57:41","1","13","United Kindom","Edinburg","Stabucks","","Utilities (Monthly)","Internet (10 Mbps, Unlimited Data, Cable/ADSL)","bs"
"user_8","1325614577.75449","2012-01-03 18:16:17","1","15","United Kindom","Edinburg","Train","Nachos::Sandwich::Bread::Juice::Beef meat","Sports And Leisure","Tennis Court Rent (1 Hour on Weekend)","bs::r"
"user_32","1325616212.80468","2012-01-03 18:43:32","1","15","United Kindom","Edinburg","coffee","Beer::Dipers::Milk::Bannas::Cheese","Sports And Leisure","Cinema, International Release, 1 Seat","bs::r"
"user_22","1325617948.66297","2012-01-03 19:12:28","1","6","United Kindom","Glasgow","Train","Mocca Coffee","Markets","Oranges (1kg)","r"
"user_12","1325619371.12244","2012-01-03 19:36:11","1","8","United Kindom","Edinburg","NSF Dentist","","Salaries And Financing","Average Monthly Disposable Salary (Net After Tax)","bs"
"user_33","1325620637.96495","2012-01-03 19:57:17","1","22","United Kindom","Edinburg","NSF Dentist","Nachos::Sandwich::Bread::Juice::Beef meat","Sports And Leisure","Tennis Court Rent (1 Hour on Weekend)","bs::r"
"user_16","1325622484.75168","2012-01-03 20:28:04","1","16","United Kindom","Glasgow","Lidl","Cleaning","Markets","Chicken Breasts (Boneless, Skinless), (1kg)","bs::r"
"user_28","1325625454.71938","2012-01-03 21:17:34","1","14","United Kindom","Edinburg","check","Nachos::Sandwich::Bread::Juice::Beef meat","Utilities (Monthly)","Basic (Electricity, Heating, Water, Garbage) for 85m2 Apartment","bs::r"
"user_11","1325626584.2701","2012-01-03 21:36:24","1","16","United Kindom","Edinburg","Tesco","Mocca Coffee","Salaries And Financing","Average Monthly Disposable Salary (Net After Tax)","bs::r"
"user_1","1325626903.53168","2012-01-03 21:41:43","1","14","United Kindom","Edinburg","NSF Dentist","Mocca Coffee","Restaurants","Cappuccino (regular)","bs::r"
"user_17","1325627494.93348","2012-01-03 21:51:34","1","14","United Kindom","Glasgow","check","Beer::Dipers::Milk::Bannas::Cheese","Buy Apartment Price","Price per Square Meter to Buy Apartment Outside of Centre","bs::r"
"user_3","1325629041.39829","2012-01-03 22:17:21","1","16","United Kindom","Edinburg","Tesco","","Sports And Leisure","Fitness Club, Monthly Fee for 1 Adult","bs"
"user_23","1325630800.48825","2012-01-03 22:46:40","1","17","United Kindom","Edinburg","NSF Dentist","Nachos::Sandwich::Bread::Juice::Beef meat","Markets","Domestic Beer (0.5 liter bottle)","bs::r"
"user_20","1325633211.93561","2012-01-03 23:26:51","1","16","United Kindom","Glasgow","Adil","Cleaning","Salaries And Financing","Average Monthly Disposable Salary (Net After Tax)","bs::r"
"user_13","1325638879.56918","2012-01-04 01:01:19","1","12","United Kindom","Glasgow","Stabucks","","Clothing And Shoes","1 Pair of Men Leather Business Shoes","bs"
"user_21","1325639967.48987","2012-01-04 01:19:27","1","15","United Kindom","Edinburg","Tesco","Nachos::Sandwich::Bread::Juice::Beef meat","Sports And Leisure","Tennis Court Rent (1 Hour on Weekend)","bs::r"
"user_19","1325641658.62252","2012-01-04 01:47:38","1","27","United Kindom","Glasgow","Tesco","Beer::Dipers::Milk::Bannas::Cheese","Markets","Apples (1kg)","bs::r"
"user_48","1325643159.74868","2012-01-04 02:12:39","1","19","United Kindom","Edinburg","Train","Cleaning","Buy Apartment Price","Price per Square Meter to Buy Apartment in City Centre","r"
"user_37","1325643454.33451","2012-01-04 02:17:34","1","20","United Kindom","Edinburg","Stabucks","Beer::Dipers::Milk::Bannas::Cheese","Markets","Chicken Breasts (Boneless, Skinless), (1kg)","h"
"user_20","1325644100.15454","2012-01-04 02:28:20","1","21","United Kindom","Glasgow","NSF Dentist","Nachos::Sandwich::Bread::Juice::Beef meat","Buy Apartment Price","Price per Square Meter to Buy Apartment Outside of Centre","bs::r"
"user_41","1325645936.82886","2012-01-04 02:58:56","1","14","United Kindom","Edinburg","Train","Beer::Dipers::Milk::Bannas::Cheese","Clothing And Shoes","1 Pair of Jeans (Levis 501 Or Similar)","bs::r"
"user_16","1325647136.49233","2012-01-04 03:18:56","1","16","United Kindom","Glasgow","O2club","Cleaning","Markets","Chicken Breasts (Boneless, Skinless), (1kg)","bs::r"
"user_16","1325647619.7094","2012-01-04 03:26:59","1","12","United Kindom","Edinburg","drink","Cleaning","Restaurants","McMeal at McDonalds (or Equivalent Combo Meal)","bs::r"
"user_29","1325649463.59263","2012-01-04 03:57:43","1","13","United Kindom","Glasgow","Adil","Cleaning","Sports And Leisure","Fitness Club, Monthly Fee for 1 Adult","r"
"user_37","1325652345.44298","2012-01-04 04:45:45","1","10","United Kindom","Glasgow","NSF Dentist","Cleaning","Rent Per Month","Apartment (1 bedroom) in City Centre","h"
"user_46","1325655338.02508","2012-01-04 05:35:38","1","23","United Kindom","Glasgow","coffee","Nachos::Sandwich::Bread::Juice::Beef meat","Utilities (Monthly)","1 min. of Prepaid Mobile Tariff Local (No Discounts or Plans)","bs::r"
"user_50","1325656053.00793","2012-01-04 05:47:33","1","19","United Kindom","Edinburg","NSF Dentist","","Salaries And Financing","Average Monthly Disposable Salary (Net After Tax)","bs"
"user_7","1325658462.36385","2012-01-04 06:27:42","1","19","United Kindom","Glasgow","Train","","Clothing And Shoes","1 Summer Dress in a Chain Store (Zara, H&M, ...)","bs"
"user_22","1325659108.27239","2012-01-04 06:38:28","1","18","United Kindom","Glasgow","O2club","Cleaning","Markets","Tomato (1kg)","bs::r"
"user_9","1325661898.02282","2012-01-04 07:24:58","1","10","United Kindom","Edinburg","O2club","Cleaning","Restaurants","Domestic Beer (0.5 liter draught)","bs::r"
"user_5","1325663211.71323","2012-01-04 07:46:51","1","15","United Kindom","Glasgow","Tesco","Nachos::Sandwich::Bread::Juice::Beef meat","Salaries And Financing","Mortgage Interest Rate in Percentages (%)","bs::r"
"user_46","1325665897.04554","2012-01-04 08:31:37","1","13","United Kindom","Glasgow","Lidl","Nachos::Sandwich::Bread::Juice::Beef meat","Sports And Leisure","Fitness Club, Monthly Fee for 1 Adult","bs::r"
"user_34","1325668731.1626","2012-01-04 09:18:51","1","13","United Kindom","Edinburg","Tesco","","Restaurants","McMeal at McDonalds (or Equivalent Combo Meal)","bs"
"user_22","1325669140.79146","2012-01-04 09:25:40","1","6","United Kindom","Glasgow","Lidl","","Sports And Leisure","Cinema, International Release, 1 Seat","bs"
"user_3","1325672117.25505","2012-01-04 10:15:17","1","14","United Kindom","Edinburg","Tesco","Beer::Dipers::Milk::Bannas::Cheese","Buy Apartment Price","Price per Square Meter to Buy Apartment in City Centre","bs::r"
"user_44","1325674757.56507","2012-01-04 10:59:17","1","18","United Kindom","Edinburg","Tesco","Cleaning","Clothing And Shoes","1 Summer Dress in a Chain Store (Zara, H&M, ...)","bs::r"
"user_30","1325676844.10256","2012-01-04 11:34:04","1","12","United Kindom","Glasgow","drink","Beer::Dipers::Milk::Bannas::Cheese","Sports And Leisure","Fitness Club, Monthly Fee for 1 Adult","bs::r"
"user_4","1325678851.18479","2012-01-04 12:07:31","1","9","United Kindom","Edinburg","coffee","Cleaning","Markets","Potato (1kg)","bs::r"
"user_7","1325679707.49566","2012-01-04 12:21:47","1","13","United Kindom","Edinburg","Stabucks","","Rent Per Month","Apartment (3 bedrooms) Outside of Centre","bs"
"user_23","1325681464.77581","2012-01-04 12:51:04","1","12","United Kindom","Edinburg","Adil","","Restaurants","Water (0.33 liter bottle)","bs"
"user_9","1325683608.59548","2012-01-04 13:26:48","1","14","United Kindom","Edinburg","drink","Cleaning","Salaries And Financing","Average Monthly Disposable Salary (Net After Tax)","h"
"user_14","1325684779.3212","2012-01-04 13:46:19","1","20","United Kindom","Edinburg","drink","Cleaning","Utilities (Monthly)","Internet (10 Mbps, Unlimited Data, Cable/ADSL)","h"
"user_30","1325685017.76122","2012-01-04 13:50:17","1","7","United Kindom","Glasgow","Tesco","","Sports And Leisure","Tennis Court Rent (1 Hour on Weekend)","bs"
"user_21","1325685874.15257","2012-01-04 14:04:34","1","14","United Kindom","Edinburg","Adil","Nachos::Sandwich::Bread::Juice::Beef meat","Markets","Bottle of Wine (Mid-Range)","r"
"user_39","1325687702.35464","2012-01-04 14:35:02","1","15","United Kindom","Glasgow","Tesco","Mocca Coffee","Markets","Imported Beer (0.33 liter bottle)","h"
"user_50","1325690071.97429","2012-01-04 15:14:31","1","20","United Kindom","Edinburg","coffee","Beer::Dipers::Milk::Bannas::Cheese","Clothing And Shoes","1 Summer Dress in a Chain Store (Zara, H&M, ...)","h"
"user_10","1325692290.54047","2012-01-04 15:51:30","1","19","United Kindom","Edinburg","Train","","Buy Apartment Price","Price per Square Meter to Buy Apartment Outside of Centre","bs"
"user_19","1325693117.16675","2012-01-04 16:05:17","1","12","United Kindom","Edinburg","Lidl","Nachos::Sandwich::Bread::Juice::Beef meat","Clothing And Shoes","1 Pair of Men Leather Business Shoes","bs::r"
"user_16","1325695530.40129","2012-01-04 16:45:30","1","15","United Kindom","Edinburg","Train","Beer::Dipers::Milk::Bannas::Cheese","Clothing And Shoes","1 Pair of Nike Running Shoes (Mid-Range)","bs::r"
"user_34","1325698264.2159","2012-01-04 17:31:04","1","11","United Kindom","Edinburg","drink","Cleaning","Restaurants","Water (0.33 liter bottle)","bs::r"
"user_42","1325699816.24409","2012-01-04 17:56:56","1","17","United Kindom","Edinburg","O2club","","Salaries And Financing","Mortgage Interest Rate in Percentages (%)","bs"
"user_7","1325701169.61076","2012-01-04 18:19:29","1","21","United Kindom","Edinburg","Tesco","Nachos::Sandwich::Bread::Juice::Beef meat","Rent Per Month","Apartment (1 bedroom) Outside of Centre","r"
"user_45","1325701627.40048","2012-01-04 18:27:07","1","11","United Kindom","Glasgow","check","Nachos::Sandwich::Bread::Juice::Beef meat","Salaries And Financing","Mortgage Interest Rate in Percentages (%)","h"
"user_46","1325702073.28371","2012-01-04 18:34:33","1","12","United Kindom","Edinburg","Train","Cleaning","Salaries And Financing","Mortgage Interest Rate in Percentages (%)","bs::r"
